Column1.1,Column1.2,Column1.3,Column1.4,Column1.5
40189, Native American Culture Enthusiasts, People reading about Native American culture and traditions.,02-11-2018 17:10,02-11-2018 17:10
40190, Luxury Watch Shoppers, Consumers shopping for watches from luxury brands.,02-11-2018 17:10,02-11-2018 17:10
40191, Revolutionary War History Buffs, People reading about the history of the American Revolutionary War.,02-11-2018 17:10,02-11-2018 17:10
40192, Rome Trip Planners, People researching attractions and accommodations in Rome. These consumers are more likely to spend money on travel and local attractions.,02-11-2018 17:10,02-11-2018 17:10
40193, Myrtle Beach Trip Planners, People researching attractions and accommodations in Myrtle Beach. These consumers are more likely to spend money on travel and local attractions.,02-11-2018 17:10,02-11-2018 17:10
40194, Detroit Pistons Fans, People reading news about the Detroit Pistons and watching games. These consumers are more likely to spend money on team gear.,02-11-2018 17:10,02-11-2018 17:10
40195, U.S. History Buffs, People reading about the history of the United States of America.,02-11-2018 17:10,02-11-2018 17:10
40427, Model Aircraft and Rocket Hobbyists, People researching model aircrafts and rockets and shopping for products and equipment.,09-11-2018 18:00,29-03-2019 14:26
40434, History Buffs, People reading general history facts.,09-11-2018 15:40,09-11-2018 15:40
40435, World War One History Buffs, People reading about the history of World War I.,09-11-2018 15:40,09-11-2018 15:40
40436, Egypt Trip Planners, People researching attractions and accommodations in Egypt. These consumers are more likely to spend money on travel and local attractions.,09-11-2018 15:40,09-11-2018 15:40
40437, Podcast Listeners, People visiting sites about podcasts and reading or listening to content from popular podcasts.,09-11-2018 15:40,09-11-2018 15:40
40438, iPhone Users, Consumers shopping for products and services for their iPhones.,09-11-2018 15:40,09-11-2018 15:40
40439, Ski and Snowboard Apparel Shoppers, Consumers shopping for winter clothing from ski and snowboarding apparel brands.,09-11-2018 15:45,09-11-2018 15:45
40525, Hospital Executives, Professionals reading industry news and researching products and services for hospital executives.,12-11-2018 17:30,12-11-2018 17:30
40526, Condom Shoppers, Consumers comparing brands and shopping for condoms online.,12-11-2018 17:30,12-11-2018 17:30
40682, Ergonomic Office Supplies Shoppers, Consumers shopping for ergonomic desk and office supply products.,14-11-2018 12:30,14-11-2018 12:30
40683, Aviation Enthusiasts, People reading about aircrafts and flying and joining aviation communities.,14-11-2018 12:30,14-11-2018 12:30
40684, Space Travel Enthusiasts, People reading about space travel and supporting scientific advancements.,14-11-2018 12:30,14-11-2018 12:30
40685, Rodeo Enthusiasts, People researching and planning to attend local rodeos.,14-11-2018 12:30,16-01-2019 09:11
40686, Online Legal Document Service Researchers, People researching and comparing online services for legal documentation.,14-11-2018 12:30,14-11-2018 12:30
40687, Legal Advice Researchers, People researching and comparing services for legal advice.,14-11-2018 12:30,14-11-2018 12:30
40688, Legal News Readers, People reading news about law and the latest legal cases.,14-11-2018 12:30,14-11-2018 12:30
40689, Legal Help Seekers, People researching and comparing law firms for legal representation.,14-11-2018 12:30,14-11-2018 12:30
40690, Business Book Readers, People searching online for books and content about business.,14-11-2018 12:30,14-11-2018 12:30
40691, Poetry Readers, People searching online for poetry.,14-11-2018 12:30,14-11-2018 12:30
40692, eBook Readers, People searching online for eBooks and digital content.,14-11-2018 12:30,14-11-2018 12:30
40693, Nature and Outdoors Book Readers, People searching online for books and content about nature and the outdoors.,14-11-2018 12:30,14-11-2018 12:30
40694, Anime Fans," People reading fan sites, promotional material, and news on the latest anime.",14-11-2018 12:30,14-11-2018 12:30
40695, Alternative Medicine Enthusiasts, People researching products and methods of alternative medicine.,14-11-2018 12:30,14-11-2018 12:30
40696, Palm Beach Trip Planners, People researching attractions and accommodations in Palm Beach. These consumers are more likely to spend money on travel and local attractions.,14-11-2018 12:30,14-11-2018 12:30
40697, Santa Cruz Trip Planners, People researching attractions and accommodations in Santa Cruz. These consumers are more likely to spend money on travel and local attractions.,14-11-2018 12:30,14-11-2018 12:30
40698, GMC Vehicle Shopper, People researching and comparing GMC vehicles. These consumers are more likely to spend money on a new or used car.,14-11-2018 12:30,14-11-2018 12:30
40699, Automotive Racing Enthusiasts, People researching automotive racing news and trends.,14-11-2018 12:30,16-01-2019 09:11
40700, Speedway Event Enthusiasts, People researching and planning to attend speedway events.,14-11-2018 12:30,16-01-2019 09:11
40701, Automotive News Readers, People reading news about automotive and the latest auto trends.,14-11-2018 12:30,14-11-2018 12:30
40702, Automotive Service Professionals, Professionals reading industry news and researching products and services for automotive service.,14-11-2018 12:30,14-11-2018 12:30
40703, Automotive Auctions Enthusiasts, People researching and planning to attend or make a purchase at an automotive auction.,14-11-2018 12:30,14-11-2018 12:30
41048, SEC Fans, Fans of SEC,16-11-2018 15:15,16-01-2019 09:11
41052, Health and Fitness Book Readers, People searching online for books and content about health and fitness.,16-11-2018 15:15,16-11-2018 15:15
41054, ACC Fans, Fans of ACC,16-11-2018 15:15,16-01-2019 09:11
41055, Travel Book Readers, People searching online for books and content about travel destinations.,16-11-2018 15:15,16-11-2018 15:15
41057, Auburn Tigers Fans, Fans of Auburn Tigers,16-11-2018 15:15,16-01-2019 09:11
41058, Oklahoma Sooners Fans, Fans of Oklahoma Sooners,16-11-2018 15:15,16-01-2019 09:11
41059, UConn Huskies Fans, Fans of UConn Huskies,16-11-2018 15:15,16-01-2019 09:11
41061, Penn State Nittany Lions Fans, Fans of Penn State Nittany Lions,16-11-2018 15:15,16-01-2019 09:11
41062, Michigan Wolverines Fans, Fans of Michigan Wolverines,16-11-2018 15:15,16-01-2019 09:11
41063, Florida Gators Fans, Fans of Florida Gators,16-11-2018 15:15,16-01-2019 09:11
41065, Tennessee Volunteers Fans, Fans of Tennessee Volunteers,16-11-2018 15:15,16-01-2019 09:11
41066, Texas AM Aggies Fans, Fans of Texas AM Aggies,16-11-2018 15:15,16-01-2019 09:11
41067, Arkansas Razorbacks Fans, Fans of Arkansas Razorbacks,16-11-2018 15:15,16-01-2019 09:11
41069, Big East Fans, Fans of Big East,16-11-2018 15:15,16-01-2019 09:11
41070, Cleveland Indians Fans, Fans of Cleveland Indians,16-11-2018 15:15,16-01-2019 09:11
41072, Wyoming Cowboys Fans, Fans of Wyoming Cowboys,16-11-2018 15:15,16-01-2019 09:11
41074, Minnesota Twins Fans, Fans of Minnesota Twins,16-11-2018 15:15,16-01-2019 09:11
41075, Houston Astros Fans, Fans of Houston Astros,16-11-2018 15:15,16-01-2019 09:11
41076, Los Angeles Angels Fans, Fans of Los Angeles Angels,16-11-2018 15:15,16-01-2019 09:11
41078, Atlanta Braves Fans, Fans of Atlanta Braves,16-11-2018 15:15,16-01-2019 09:11
41079, Miami Marlins Fans, Fans of Miami Marlins,16-11-2018 15:15,16-01-2019 09:11
41080, New York Mets Fans, Fans of New York Mets,16-11-2018 15:15,16-01-2019 09:11
41081, Washington Nationals Fans, Fans of Washington Nationals,16-11-2018 15:15,16-01-2019 09:11
41082, Chicago Cubs Fans, Fans of Chicago Cubs,16-11-2018 15:15,16-01-2019 09:11
41083, Cininnati Reds Fans, Fans of Cininnati Reds,16-11-2018 15:15,16-01-2019 09:11
41084, Milwaukee Brewers Fans, Fans of Milwaukee Brewers,16-11-2018 15:15,16-01-2019 09:11
41085, Pittsburgh Pirates Fans, Fans of the Pittsburgh Pirates,16-11-2018 15:15,22-04-2019 13:23
41087, Arizona Diamondbacks Fans, Fans of Arizona Diamondbacks,16-11-2018 15:15,16-01-2019 09:11
41088, San Francisco Giants Fans, Fans of San Francisco Giants,16-11-2018 15:15,16-01-2019 09:11
41190, Sunglasses Shoppers, Consumers shopping online for sunglasses.,19-11-2018 14:25,19-11-2018 14:25
41191, Sports Memorabilia Shoppers, Consumers shopping for sports memorabilia.,19-11-2018 14:25,19-11-2018 14:25
41192, Sea World Park Trip Planners, People researching Sea World parks and planning a visit.,19-11-2018 14:25,19-11-2018 14:25
41193, Christmas Tree Shoppers, Consumers shopping for Christmas trees and other Christmas decorations online.,19-11-2018 14:25,19-11-2018 14:25
41194, Product Manuals Researchers, People researching product manuals for devices and gadgets.,19-11-2018 14:25,19-11-2018 14:25
41195, Ice Skating Enthusiasts, People reading about professional and recreational ice skating and shopping for equipment.,19-11-2018 14:25,16-01-2019 09:11
41196, Power Tools Shoppers, Consumers shopping for power tools and home construction equipment.,19-11-2018 14:25,19-11-2018 14:25
41197, Godiva Chocolate Fans, People researching the chocolate brands and shopping for chocolates and gifts from Godiva.,19-11-2018 14:25,19-11-2018 14:25
41199, St. Louis Cardinals Fans, Fans of St. Louis Cardinals Fans,19-11-2018 16:00,16-01-2019 09:11
41546, Reality TV Show Watchers, Consumers watching and reading about popular reality TV shows.,03-12-2018 11:10,03-12-2018 11:10
41547, Electronics Shoppers, Consumers shopping for electronics products online.,03-12-2018 11:10,03-12-2018 11:10
41548, Winter Apparel Shoppers, Consumers shopping for winter clothing from popular apparel brands.,03-12-2018 11:10,03-12-2018 11:10
41549, Bitcoin Enthusiasts, People reading industry news and following trends on bitcoin.,03-12-2018 11:10,03-12-2018 11:10
41550, Africa Trip Planners," People researching attractions and accommodations in Africa. These consumers are more likely to spend money on flights, hotels, and local attractions.",03-12-2018 11:10,03-12-2018 11:10
41551, Cookie Recipe Researchers, People researching cookie and dessert recipes and baking techniques.,03-12-2018 11:10,03-12-2018 11:10
41552, Restaurant Menu Researchers, Consumers researching menus for local and chain restaurants.,03-12-2018 11:10,03-12-2018 11:10
41553, Classical Music Enthusiasts, People reading about classical music and musicians.,03-12-2018 11:10,03-12-2018 11:10
41554, Northwestern Wildcats Fans, People reading news about the Northwestern Wildcats and watching games. These consumers are more likely to spend money on team gear.,03-12-2018 11:10,03-12-2018 11:10
41853, Atlanta United Fans, People reading news about the Atlanta United soccer team and watching games. These consumers are more likely to spend money on team gear.,07-12-2018 11:50,07-12-2018 11:50
41854, Swimming Enthusiasts, People reading about swim lessons and swimming competitions.,07-12-2018 11:50,16-01-2019 09:11
41855, Snow Removal Researchers, Consumers researching and comparing snow removal equipment brands.,07-12-2018 11:50,07-12-2018 11:50
41856, Chocolate Lovers, Consumers researching chocolate companies and purchasing chocolates and desserts.,07-12-2018 11:50,07-12-2018 11:50
41857, Aquarium Trip Planners, People researching aquariums and planning a visit.,07-12-2018 11:50,07-12-2018 11:50
42000, Chicken Recipe Researchers, People researching recipes that feature chicken.,11-12-2018 10:35,11-12-2018 10:35
42008, The Sims Video Game Fans, People reading The Sims news and following gaming trends.,11-12-2018 14:15,11-12-2018 14:15
42010, Minecraft Video Game Fans, People reading Minecraft news and following gaming trends.,11-12-2018 14:15,11-12-2018 14:15
42011, League of Legends Video Game Fans, People reading League of Legends news and following gaming trends.,11-12-2018 14:15,11-12-2018 14:15
42012, Destiny Video Game Fans, People reading Destiny news and following gaming trends.,11-12-2018 14:15,11-12-2018 14:15
42203, Fitness Activity Tracker Users, People using health and fitness activity trackers.,13-12-2018 20:00,31-01-2019 12:40
42237, Ebay Shoppers, Consumers shoping online at Ebay.,14-12-2018 21:00,31-01-2019 13:46
42238, Online Calculator Users, Consumers using online calculators.,14-12-2018 21:00,31-01-2019 13:49
42239, ESPN Enthusiasts, Consumers watching and reading content from ESPN networks.,14-12-2018 21:00,31-01-2019 13:47
42368, Online Thesaurus Users, Consumers using online thesauruses.,18-12-2018 22:00,31-01-2019 13:50
42398, Tea Drinkers, Consumers researching tea companies and purchasing tea online.,19-12-2018 13:45,19-12-2018 13:45
42399, Farming Simulator Video Game Fans, People reading farming simulator game news and following gaming trends.,19-12-2018 13:45,19-12-2018 13:45
42400, Diablo Video Game Fans, People reading Diablo news and following gaming trends.,19-12-2018 13:45,19-12-2018 13:45
42401, Hearthstone Video Game Fans, People reading Hearthstone news and following gaming trends.,19-12-2018 13:45,19-12-2018 13:45
42479, Smoky Mountains Trip Planners, People researching attractions and accommodations in the Smoky Mountains region. These consumers are more likely to spend money on travel and local attractions.,20-12-2018 12:00,20-12-2018 12:00
42964, Biohackers, People researching health and fitness methods and products to bio-hack their bodies.,07-01-2019 12:00,07-01-2019 12:00
43539, Discount Flight Searchers, Consumers searching for flight discounts and deals using online airfare comparison tools.,10-01-2019 11:10,10-01-2019 11:10
43540, Voice Over Internet Protocol VoIP Users, Consumers researching and using VoIP technologies.,10-01-2019 11:10,10-01-2019 11:10
43541, Wig Shoppers, Consumers shopping wig and hair products and services.,10-01-2019 11:10,10-01-2019 11:10
43542, Waterfront Vacationers," People researching and booking vacations at beach, river or lake destinations.",10-01-2019 11:10,10-01-2019 11:10
43543, Home Brewing Enthusiasts, People researching techniques and purchasing products for home beer brewing.,10-01-2019 11:10,10-01-2019 11:10
43544, Craft Beer Enthusiasts, People researching craft breweries and beers.,10-01-2019 11:10,10-01-2019 11:10
43545, Homemade Gifts Crafters, Consumers researching breweries and purchasing craft beer.,10-01-2019 11:10,10-01-2019 11:10
43546, Personalized Gift Shoppers, Consumers shopping for gifts that can be personalized.,10-01-2019 11:10,10-01-2019 11:10
43547, Animal Humane Society Helpers, People supporting Animal Humane Society through volunteer service and donations.,10-01-2019 11:10,10-01-2019 11:10
43548, Animal Rights Researchers, People researching and supporting animal rights organizations.,10-01-2019 11:10,10-01-2019 11:10
43549, Dog Breed Researchers, People researching dog breeds and breeders.,10-01-2019 11:10,10-01-2019 11:10
43550, Meal Kit Delivery Researchers, Consumers researching and subscribing to meal kit delivery services.,10-01-2019 11:10,10-01-2019 11:10
43551, Virtual Reality Enthusiasts, Consumers researching and shopping for virtual reality products.,10-01-2019 11:10,10-01-2019 11:10
43552, Grand Theft Auto Video Game Fans, People reading Grand Theft Auto news and following gaming trends,10-01-2019 11:10,10-01-2019 11:10
44272, Rowing Enthusiasts, People researching rowing and purchasing equipment and apparel.,25-01-2019 13:10,25-01-2019 13:10
44378, Internet Speed Testers, Consumers researching and using internet speed tester tools.,25-01-2019 23:00,31-01-2019 14:06
44379, French Language Learners, Consumers using sites and online resources to learn French.,25-01-2019 23:00,31-01-2019 14:07
44380, Home Heating and Cooling Researchers, Consumers comparing or shopping for home heating and cooling systems.,25-01-2019 23:00,31-01-2019 14:07
44381, Symphony Music Enthusiasts, People reading about symphony music and classical music ,25-01-2019 23:00,31-01-2019 14:07
44382, Lyrics Researchers, Consumers reading about popular music and the lyrics of songs.,25-01-2019 23:00,31-01-2019 14:07
44383, Guitar Music Researchers, Consumers reading about guitar music and researching sheet music to play.,25-01-2019 23:00,31-01-2019 14:07
44384, Action Figure and Collectibles Shoppers, Shoppers interested in collecting action figures.,25-01-2019 23:00,02-04-2019 16:17
44385, Sudoku Players, People playing sudoku online and researching strategies.,25-01-2019 23:00,12-03-2019 12:57
44386, Crossword Puzzles Players, People joining crossword puzzle communities and completing crossword puzzles online.,25-01-2019 23:00,31-01-2019 14:07
44387, Puzzle Enthusiasts, People joining puzzle communities and playing puzzle and card games online.,25-01-2019 23:00,31-01-2019 14:07
44388, Board Game Enthusiasts, People playing and creating board games.,25-01-2019 23:00,12-03-2019 12:57
44389, Mahjong Players, People joining mahjong communities and playing mahjong online.,25-01-2019 23:00,31-01-2019 14:07
44390, Background Check Users, People using background check websites.,25-01-2019 23:00,06-02-2019 16:21
44391, Spanish Language Learners, Consumers using sites and online resources to learn Spanish.,25-01-2019 23:00,31-01-2019 14:07
44444, Home DIY Enthusiasts, People enthusiastic about Home DIY projects,28-01-2019 09:00,28-01-2019 09:00
44445, Teaching Resources Researchers, People researching teaching resources and materials,28-01-2019 09:00,28-01-2019 09:00
44446, Home Rug Shoppers, People shopping for home rugs,28-01-2019 09:00,28-01-2019 09:00
44447, Home Goods Shoppers, People shopping for home goods,28-01-2019 09:00,28-01-2019 09:00
44448, Home Custom Bedroom Decorators, People interested in custom bedroom decorating,28-01-2019 09:00,28-01-2019 09:00
44449, United Nations Donors, People donating to the United Nations,28-01-2019 09:00,28-01-2019 09:00
44450, Trendy Shoe Shoppers, People shopping for trendy and fashionable shoes,28-01-2019 09:00,28-01-2019 09:00
44451, Music Trivia Researchers, People researching movie trivia facts,28-01-2019 09:00,28-01-2019 09:00
44452, Primary Care Doctor Researchers, People researching primary care doctors,28-01-2019 09:00,28-01-2019 09:00
44453, Mens Business Clothes Shoppers, People shopping for mens business clothing,28-01-2019 09:00,28-01-2019 09:00
44454, Marines, People in the Marines,28-01-2019 09:00,28-01-2019 09:00
44455, Kitchen Stove Shoppers, People shopping for kitchen stoves,28-01-2019 09:00,28-01-2019 09:00
44456, Craft Spirits Enthusiasts, People enthusiastic about craft spirits,28-01-2019 09:00,28-01-2019 09:00
44457, New York City Fine Theatre Enthusiasts, People enthusiastic about New York City fine theatre,28-01-2019 09:00,15-08-2019 10:14
44458, Federal Employee Benefits Researchers, People researching federal employee benefits,28-01-2019 09:00,28-01-2019 09:00
44459, Foot Pain Sufferers, People suffering from foot pain,28-01-2019 09:00,28-01-2019 09:00
44460, Military Benefits Researchers, People researching military benefits,28-01-2019 09:00,28-01-2019 09:00
44461, Gun Violence Researchers, People researching gun violence,28-01-2019 09:00,28-01-2019 09:00
44462, Immigration Resource Researchers, People researching immigration resources,28-01-2019 09:00,28-01-2019 09:00
44463, Immigration Policy Researchers, People researching immigration policy,28-01-2019 09:00,28-01-2019 09:00
44464, Health Conscious Expecting Parents, Health-first people expecting children,28-01-2019 09:00,28-01-2019 09:00
44465, Luxury Athletic Footwear Shoppers, People shopping for luxury athletic footwear,28-01-2019 09:00,28-01-2019 09:00
44466, Wedding Content Readers, People reading content about weddings,28-01-2019 09:00,28-01-2019 09:00
44467, Family Tree Enthusiasts, People enthusiastic about family trees,28-01-2019 09:00,28-01-2019 09:00
44468, Tutoring Resources Researchers, People researching tutoring resources and materials,28-01-2019 09:00,28-01-2019 09:00
44469, Home Interior Design Enthusiasts, People enthusiastic about home interior design,28-01-2019 09:00,28-01-2019 09:00
44470, Custom Home Lighting Shoppers, People shopping for custom home lighting solutions,28-01-2019 09:00,28-01-2019 09:00
44471, Retirement Financial Account Researchers, People researching retirement financial accounts,28-01-2019 09:00,28-01-2019 09:00
44472, Country Home Decorators, People interested in country home decorating,28-01-2019 09:00,28-01-2019 09:00
44473, Home Coffee Makers, People making coffee at home,28-01-2019 09:00,28-01-2019 09:00
44474, Los Angeles Activities Researchers, People researching Los Angeles activities,28-01-2019 09:00,28-01-2019 09:00
44475, Georgia Activities Researchers, People researching Georgia activities,28-01-2019 09:00,28-01-2019 09:00
44476, New York City Events Researchers, People researching New York City events,28-01-2019 09:00,28-01-2019 09:00
44477, Houston Activity Researchers, People researching Houston activities,28-01-2019 09:00,28-01-2019 09:00
44478, San Francisco Activities Researchers, People researching San Francisco activities,28-01-2019 09:00,28-01-2019 09:00
44479, Nashville Activity Researchers, People researching Nashville activities,28-01-2019 09:00,28-01-2019 09:00
44480, New Orleans Activities Researchers, People researching New Orleans activities,28-01-2019 09:00,28-01-2019 09:00
44481, Las Vegas Hotel Researchers, People researching Las Vegas Hotels,28-01-2019 09:00,28-01-2019 09:00
44482, Orlando Activities Researchers, People researching Orlando activities,28-01-2019 09:00,28-01-2019 09:00
44483, Louisiana Activities Researchers, People researching Louisiana activities,28-01-2019 09:00,28-01-2019 09:00
44484, Texas Activity Researchers, People researching Texas activities,28-01-2019 09:00,28-01-2019 09:00
44485, Home Exterior Design Enthusiasts, People enthusiastic about home exterior design,28-01-2019 09:00,28-01-2019 09:00
44486, Heart Surgery Researchers, People researching heart surgery,28-01-2019 09:00,28-01-2019 09:00
44487, San Diego Activities Researchers, People researching San Diego activities,28-01-2019 09:00,28-01-2019 09:00
44488, San Diego Events Researchers, People researching San Diego events,28-01-2019 09:00,28-01-2019 09:00
44489, Home Goods Supercenter Shoppers, People shopping in home goods supercenters,28-01-2019 09:00,28-01-2019 09:00
44490, Luxury Fitness Shoppers, People shopping for luxury fitness activities,28-01-2019 09:00,28-01-2019 09:00
44491, Disney Vacation Planners, People planning Disney Vacations,28-01-2019 09:00,28-01-2019 09:00
44537, Milk and Dairy Shoppers, Consumers visiting milk and dairy brands websites and shopping for products.,28-01-2019 13:55,28-01-2019 13:55
44579, Koi Pond Enthusiasts, People researching products and advice on caring for their koi ponds.,28-01-2019 23:00,01-02-2019 14:06
44580, Home Cleaning Researchers, People researching products and techniques for cleaning household items.,28-01-2019 23:00,11-03-2019 12:36
44581, Darts Enthusiasts, People reading about dart competitions and shopping for equipment.,28-01-2019 23:00,01-02-2019 14:12
44582, Spy Gadgets Shoppers, Consumers shopping for spy gadgets and home security electronics.,28-01-2019 23:00,01-02-2019 14:12
44583, Sustainable Lifestyle Enthusiasts, People researching products and services for a sustainable lifestyle.,28-01-2019 23:00,01-02-2019 14:12
44584, Child Car Seat Researchers, People researching and comparing car seats for children.,28-01-2019 23:00,01-02-2019 14:12
44585, Ballet Enthusiasts, People researching historical and contemporary ballets and visiting performance spaces.,28-01-2019 23:00,06-02-2019 16:21
44586, Opera Enthusiasts, People reading about operas and performers.,28-01-2019 23:00,01-02-2019 14:12
44587, Baseball Enthusiasts, People researching baseball leagues and purchasing equipment and apparel.,28-01-2019 23:00,01-02-2019 14:13
44588, Softball Enthusiasts, People researching softball leagues and purchasing equipment and apparel.,28-01-2019 23:00,01-02-2019 14:13
44589, Brooklyn Nets Fans, People reading news about the Brooklyn Nets and watching games. These consumers are more likely to spend money on team gear.,28-01-2019 23:00,01-02-2019 14:13
45515, US Judiciary System Researchers, People researching history and news on the US Judiciary System and legal system.,04-02-2019 22:00,06-02-2019 16:21
45516, Basketball Enthusiasts, People researching basketball and purchasing equipment and apparel.,04-02-2019 22:00,06-02-2019 16:21
45517, Football Enthusiasts, People researching football and purchasing equipment and apparel.,04-02-2019 22:00,06-02-2019 16:21
45518, Volleyball Enthusiasts, People researching volleyball and purchasing equipment and apparel.,04-02-2019 22:00,06-02-2019 16:21
45519, Competitive Wrestling Enthusiasts, People researching competitive wrestling and purchasing equipment and apparel.,04-02-2019 22:00,06-02-2019 16:21
45520, Cricket Enthusiasts, People researching cricket and purchasing equipment and apparel.,04-02-2019 22:00,06-02-2019 16:21
45521, Rock Climbing Enthusiasts, People researching rock climbing and purchasing equipment and apparel.,04-02-2019 22:00,06-02-2019 16:21
45522, Hair Color Shoppers, Consumers shopping for hair color products and services.,04-02-2019 22:00,06-02-2019 16:21
45523, Welding Tools and Supplies Shoppers, Consumers shopping for welding tools and supplies.,04-02-2019 22:00,06-02-2019 16:21
45524, Mowing Equipment Shoppers, Consumers researching lawn and gardening equipment.,04-02-2019 22:00,06-02-2019 16:21
45525, Cattle Industry New Readers, People reading industry news and following business trends in the cattle industry.,04-02-2019 22:00,06-02-2019 16:21
45526, Dairy Industry New Readers, People reading industry news and following business trends in the dairy industry.,04-02-2019 22:00,06-02-2019 16:21
45527, CBD Oils Shoppers, People researching products and health benefits of using CBD oils.,04-02-2019 22:00,06-02-2019 16:21
45528, Cannabis News Readers, People reading industry news and following business trends for cannabis brands and products.,04-02-2019 22:00,06-02-2019 16:21
45662, Psychiatrists, Professionals reading industry news and medical information on psychiatry.,06-02-2019 21:00,07-02-2019 15:17
45664, Headphone Shoppers, Consumers comparing and shopping for headphones and audio products.,06-02-2019 21:00,07-02-2019 15:17
45665, Reptile Enthusiasts, People reading about reptiles and shopping for pet products and services.,06-02-2019 21:00,07-02-2019 15:17
45666, Bird and Parrot Lovers, People reading about birds and parrots and shopping for pet products and services.,06-02-2019 21:00,07-02-2019 15:17
45667, Blades and Hunting Knife Shoppers, Consumers shopping for blades and knives for hunting and outdoor activities.,06-02-2019 21:00,07-02-2019 15:17
45668, Pizza Lovers, Consumers researching pizza companies and purchasing pizza online.,06-02-2019 21:00,07-02-2019 15:17
45669, Cocktail Recipe Researchers, People researching recipes for cocktails and mixed drinks.,06-02-2019 21:00,07-02-2019 15:17
45670, Womens Swimsuit Shoppers, Consumers shopping for womens swimsuits and beach apparel.,06-02-2019 21:00,07-02-2019 15:17
45671, Mens Suit Shoppers, Consumers shopping for mens suits and formal attire.,06-02-2019 21:00,07-02-2019 15:17
45672, Bible Study Researchers, People reading information on Christianity and researching resources for bible studies.,06-02-2019 21:00,07-02-2019 15:17
45673, Fundraising Advocates, People researching fundraising organizations to offer support or donations.,06-02-2019 21:00,11-03-2019 12:36
45674, Medical Technology News Readers, People reading industry news and following business trends for medical technology companies.,06-02-2019 21:00,07-02-2019 15:17
45675, Home Medical Supplies Shoppers, Consumers shopping for medical supplies for home healthcare.,06-02-2019 21:00,11-03-2019 12:36
45676, Scrubs Uniforms Shoppers, Consumers shopping for scrubs and other medical uniforms.,06-02-2019 21:00,07-02-2019 15:17
45677, Sleepwear Shoppers, Consumers shopping for sleepwear.,06-02-2019 21:00,07-02-2019 15:17
45678, Mens Underwear Shoppers, Consumers shopping for mens underwear.,06-02-2019 21:00,12-03-2019 13:05
45679, Government Student Loan Researchers, People researching and comparing student loan offerings from government institutions.,06-02-2019 21:00,07-02-2019 15:17
45685, Cosmetic Surgery Intenders, People researching doctors and procedures for cosmetic surgery.,06-02-2019 23:00,12-02-2019 10:52
45725, Trampoline Shoppers, Consumers researching trampoline activities and shopping for trampolines.,07-02-2019 21:00,12-02-2019 10:52
46132, Counseling Researchers, People comparing counselors and researching options for counseling services.,15-02-2019 18:00,25-02-2019 14:00
46134, Pontoon Boat Researchers, People researching pontoons and other fishing and power boats.,15-02-2019 18:00,25-02-2019 14:00
46566, Fertility Treatment Researchers, People researching fertility treatment options.,25-02-2019 18:00,26-02-2019 15:01
46567, Bigfoot Folklore Enthusiasts, People reading about Bigfoot folklore and other mystical creatures and urban legends.,25-02-2019 18:00,26-02-2019 15:01
47065, Diabetes Support Forum Readers, People reading news and advice on preventing and treating diabetes.,05-03-2019 18:00,07-03-2019 11:46
47115, Electric Vehicle Shoppers, People researching and comparing electric vehicles.,05-03-2019 22:00,11-03-2019 12:36
47130, Home Lending Researchers, People researching home lending accommodations for business and personal travel.,06-03-2019 00:00,11-03-2019 12:36
47713, High School Sports Researchers, People reading about high school sports programs.,14-03-2019 18:00,15-03-2019 15:47
47789, Israel Trip Planners," People researching attractions and accommodations in Israel. These consumers are more likely to spend money on travel, lodging, attractions and guided tours.",14-03-2019 22:00,02-04-2019 16:17
47850, Asheville Trip Planners," People researching attractions and accommodations in Asheville. These consumers are more likely to spend money on flights, hotels, lodging and local attractions.",15-03-2019 22:00,21-03-2019 15:33
48022, Sushi Lovers, People researching sushi related content.,19-03-2019 22:00,21-03-2019 15:33
48154, Elite Cycling Gear Shoppers," Consumers researching and shopping for elite cycling equipment, apparel and accessories.",21-03-2019 22:00,22-03-2019 15:31
48459, Work Visa Researchers, People researching Work Visa and Immigration related content.,27-03-2019 22:00,28-03-2019 16:40
48460, Online Payroll Services Users," People, like human resource professionals, researching and using online payroll services.",27-03-2019 22:00,28-03-2019 16:40
48462, Self Storage Shoppers, People in-market for self-storage and moving related products and services.,27-03-2019 22:00,28-03-2019 16:40
48463, PBS Enthusiasts, People interested in PBS programming.,27-03-2019 22:00,28-03-2019 16:40
48465, HGTV Enthusiasts, People interested in HGTV shows and home remodeling content.,27-03-2019 22:00,02-04-2019 16:17
49502, Veterinarians, Veterinarians,08-04-2019 18:00,09-07-2019 13:57
49972, Horseback Riding Enthusiasts, People reading horseback riding news and resources.,15-04-2019 18:00,24-04-2019 17:40
49973, Farm Finance Researchers, People researching financial institutions specializing in farming business.,15-04-2019 18:00,24-04-2019 17:40
49974, Agricultural and Food Issues Researchers, People researching organizations for food and agriculture issues.,15-04-2019 18:00,24-04-2019 17:40
49975, Cattlemen and Pork Producers, Professionals reading news and trends in the beef and pork production industries.,15-04-2019 18:00,24-04-2019 17:40
49976, Agriculture and Climate Advocates, People supporting organizations for agriculture and climate advocacy.,15-04-2019 18:00,24-04-2019 17:40
49977, DIY Upcycle Home Project Planners, People researching and planning home DIY and upcycle projects.,15-04-2019 18:00,24-04-2019 17:40
49978, Homeschooling Parents, People researching academic projects and programs to homeschool their children.,15-04-2019 18:00,24-04-2019 17:40
